city,lng_min,lng_max
Waihi,175.83,175.98
Waikanae,175.06,175.1
Waikele,-158.0,-157.97
Waikoloa Village,-155.81,-155.73
Wailea,-156.42,-156.3
Wailua Homesteads,-159.37,-159.22
Wailuku,-156.5,-156.42
Waimalu,-157.93,-157.92
Waimanalo,-157.73,-157.6
Waimea,-155.63,-155.57
Wainfleet,-79.37,-79.18
Waingapu,120.25,120.34
Wainwright,-110.86,-110.66
Waipahu,-158.01,-157.87
Waipio,-157.99,-157.87
Waipio Acres,-158.01,-157.9
Waitakere,174.54,174.59
Waitangi,-176.56,-176.47
Waitara,174.23,174.31
Waite Park,-94.25,-94.05
Waiuku,174.73,174.89
Wajimazakimachi,136.89,137.0
Wajir,40.06,40.1
Wakabadai,141.69,141.88
Wakayama,135.16,135.16
Wake,134.15,134.34
Wakefield,-1.49,-1.29
Wakefield-Peacedale,-71.5,-71.38
Wake Forest,-78.51,-78.35
Wakema,95.18,95.36
Wake Village,-94.11,-94.09
Waki,132.22,132.33
Wakiso,32.45,32.5
Wakuya,141.13,141.32
Wałbrzych,16.28,16.37
Wałcz,16.47,16.49
Wald,8.91,9.08
Waldbröl,7.61,7.73
Waldbrunn,8.11,8.12
Waldeck,9.06,9.15
Waldems,8.31,8.46
Walden,-74.18,-74.0
Waldenbuch,9.13,9.25
Waldfeucht,5.98,6.06
Waldheim,13.01,13.03
Waldkirch,7.96,8.13
Waldkirchen,13.6,13.61
Waldkraiburg,12.4,12.5
Wald-Michelbach,8.82,8.85
Waldmohr,7.34,7.36
Waldmünchen,12.7,12.84
Waldoboro,-69.36,-69.35
Waldorf,-76.91,-76.87
Waldsassen,12.3,12.39
Waldsee,8.44,8.55
Waldshut-Tiengen,8.21,8.36
Waldstetten,9.82,9.99
Waldwick,-74.12,-74.04
Walenstadt,9.31,9.35
Walkden,-2.39,-2.34
Walker,-85.74,-85.66
Walker Mill,-76.88,-76.69
Walkersville,-77.35,-77.31
Walkertown,-80.16,-80.14
Wall,-74.09,-73.91
Wallan,144.98,145.16
Wallaroo,137.61,137.69
Wallasey,-3.02,-3.01
Walla Walla,-118.33,-118.3
Walldorf,8.65,8.75
Walldürn,9.36,9.39
Walled Lake,-83.47,-83.35
Wallenhorst,8.01,8.01
Waller,-122.36,-122.25
Wallerfangen,6.72,6.8
Wallers,3.39,3.45
Wallersdorf,12.75,12.88
Wallingford,-1.12,-1.11
Wallingford Center,-72.81,-72.75
Wallington,-74.1,-74.02
Wallisellen,8.59,8.78
Wallkill,-74.39,-74.19
Wallsend,-1.53,-1.36
Walluf,8.15,8.31
Walmer,1.39,1.4
Walnut,-117.85,-117.7
Walnut Creek,-122.03,-122.01
Walnut Park,-118.22,-118.11
Walnut Ridge,-90.94,-90.82
Walpole,-71.25,-71.16
Walsall,-1.98,-1.78
Walsall Wood,-1.93,-1.91
Walsrode,9.58,9.74
Waltenhofen,10.3,10.32
Walterboro,-80.67,-80.49
Waltershausen,10.55,10.66
Waltham,-71.24,-71.06
Waltham Abbey,0.0,0.14
Waltham Cross,-0.03,0.01
Walthamstow,0.0,0.13
Waltikon,8.58,8.6
Walton,-75.12,-75.07
Walton upon Thames,-0.41,-0.33
Waltrop,7.39,7.48
Walvisbaai,14.5,14.64
Walworth,-77.31,-77.12
Wamba,27.99,28.04
Wambrechies,3.04,3.09
Wamel,5.46,5.56
Wanaka,169.12,169.31
Wanaque,-74.29,-74.13
Wancheng,110.4,110.49
Wanderlândia,-47.96,-47.92
Wanderley,-43.88,-43.68
Wanding,98.06,98.22
Wandlitz,13.44,13.57
Wandsworth,-0.19,-0.13
Wang’anzhen,114.93,115.05
Wangaratta,146.31,146.41
Wangdue Phodrang,89.91,90.1
Wangen,8.89,9.0
Wangen bei Olten,7.86,8.05
Wangen im Allgäu,9.83,9.96
Wangguanzhuang,115.57,115.62
Wanghong Yidui,106.22,106.29
Wangjia,120.72,120.86
Wangjiabian,110.23,110.26
Wangjiaxian,104.14,104.23
Wangjiazhai,104.8,104.88
Wang Nam Yen,102.18,102.31
Wangqing,129.75,129.84
Wang Saphung,101.76,101.89
Wang Sombun,102.18,102.37
Wangtan,118.97,119.06
Wangtang,110.87,111.03
Wangtuan,105.99,106.09
Wangyuanqiao,106.26,106.35
Wannweil,9.15,9.15
Wanon Niwat,103.75,103.81
Wanparti,78.06,78.14
Wanroij,5.82,5.98
Wanstead,0.02,0.17
Wantage,-1.42,-1.25
Wantagh,-73.51,-73.39
Wanze,5.21,5.4
Wanzhuang,116.59,116.67
Wanzleben,11.43,11.59
Wao,124.72,124.83
Wapakoneta,-84.19,-84.14
Wapato,-120.42,-120.34
Wappinger,-73.89,-73.79
Wappingers Falls,-73.91,-73.81
Warangal,79.6,79.64
Warburg,9.14,9.17
Ward,-91.95,-91.86
Wardenburg,8.19,8.3
Wardle,-2.13,-2.02
Ware,-0.03,0.0
Wareham,-70.69,-70.6
Warendorf,7.99,8.05
Warfield,-0.73,-0.53
Warin Chamrap,104.86,104.91
Warka,21.2,21.2
Warkworth,174.66,174.67
Warlingham,-0.05,-0.02
Warman,-106.58,-106.5
Warminster,-2.18,-1.99
Warm Mineral Springs,-82.27,-82.08
Warmond,4.5,4.55
Warnemünde,12.08,12.24
Warner Robins,-83.65,-83.64
Warnes,-63.16,-63.04
Warr Acres,-97.61,-97.49
Warragul,145.93,146.02
Warren,-83.02,-82.97
Warrenpoint,-6.24,-6.15
Warrensburg,-93.72,-93.69
Warrensville Heights,-81.52,-81.49
Warrenton,-77.79,-77.74
Warrenville,-88.18,-88.0
Warri,5.75,5.89
Warrington,-2.59,-2.4
Warrnambool,142.48,142.67
Warsash,-1.3,-1.23
Warsaw,21.03,21.11
Warsop,-1.14,-0.98
Warstein,8.36,8.43
Wartenberg,11.98,12.11
Warthausen,9.79,9.83
Warwick,-71.43,-71.23
Warzat,-6.91,-6.76
Wasaga Beach,-80.01,-79.85
Wasco,-119.36,-119.28
Waseca,-93.5,-93.33
Washington,-77.01,-76.84
Washington Court House,-83.42,-83.3
Washington Terrace,-111.97,-111.9
Washingtonville,-74.15,-74.14
Washougal,-122.34,-122.18
Wasilla,-149.46,-149.32
Wasquehal,3.13,3.27
Wasselonne,7.44,7.59
Wassenaar,4.4,4.43
Wassenberg,6.15,6.29
Wasserburg am Inn,12.23,12.25
Wassertrüdingen,10.6,10.76
Wasungen,10.36,10.48
Watampone,120.33,120.47
Watauga,-97.25,-97.05
Watchung,-74.43,-74.36
Waterbeach,0.19,0.19
Waterboro,-70.73,-70.7
Waterbury,-73.03,-72.95
Waterford,-7.11,-7.05
Waterloo,-92.35,-92.23
Waterlooville,-1.03,-0.91
Watertown,-75.9,-75.89
Watertown Town,-71.17,-71.12
Waterville,-69.66,-69.59
Watervliet,-73.7,-73.57
Watford,-0.39,-0.21
Watford City,-103.26,-103.18
Wathlingen,10.15,10.16
Wath upon Dearne,-1.34,-1.15
Watsa,29.53,29.66
Watsonville,-121.77,-121.59
Wattens,11.59,11.61
Wattignies,3.04,3.16
Watton,0.82,0.85
Wattrelos,3.21,3.32
Wattwil,9.08,9.18
Wau,27.98,28.0
Wauchope,152.73,152.8
Wauchula,-81.81,-81.74
Wauconda,-88.13,-88.08
Waukee,-93.88,-93.81
Waukegan,-87.87,-87.7
Waukesha,-88.24,-88.1
Waunakee,-89.44,-89.29
Waupaca,-89.07,-88.97
Waupun,-88.73,-88.72
Wausau,-89.64,-89.53
Wauseon,-84.14,-84.03
Wauwatosa,-88.03,-87.88
Waveland,-89.39,-89.33
Waverly,-84.63,-84.57
Wavrin,2.93,3.09
Wawarsing,-74.41,-74.35
Wawayanda,-74.46,-74.43
Wawizaght,-6.35,-6.26
Waxahachie,-96.84,-96.77
Waxhaw,-80.74,-80.63
Waycross,-82.35,-82.26
Wayland,-71.35,-71.26
Wayne,-74.24,-74.13
Waynesboro,-77.58,-77.48
Waynesburg,-80.18,-80.02
Waynesville,-82.99,-82.89
Waziers,3.11,3.29
Wé,167.26,167.43
Wealdstone,-0.33,-0.22
Weare,-71.72,-71.67
Weatherford,-97.77,-97.59
Weaverham,-2.57,-2.39
Webb City,-94.46,-94.45
Webster,-77.44,-77.34
Webster City,-93.81,-93.77
Webster Groves,-90.35,-90.33
Weddington,-80.73,-80.53
Wedel,9.69,9.75
Wedgefield,-81.08,-80.88
Wednesfield,-2.08,-1.89
Weehawken,-74.01,-74.0
Weener,7.35,7.49
Weerselo,6.85,6.91
Weeze,6.19,6.19
Wegberg,6.26,6.33
Węgorzewo,21.75,21.85
Wegscheid,13.79,13.96
Wehr,7.9,7.93
Wehrheim,8.57,8.58
Weibo,115.21,115.28
Weichanglu,119.93,120.02
Weida,12.06,12.23
Weidenberg,11.72,11.75
Weifang,119.1,119.28
Weifen,111.12,111.15
Weigelstown,-76.83,-76.68
Weihai,122.1,122.12
Weikersheim,9.89,9.92
Weil am Rhein,7.61,7.62
Weilburg,8.25,8.34
Weil der Stadt,8.87,8.97
Weiler-Simmerberg,9.93,9.93
Weilerswist,6.83,6.89
Weilheim,11.13,11.28
Weilheim an der Teck,9.53,9.59
Weil im Schönbuch,9.06,9.07
Weilmünster,8.36,8.51
Weimar,11.31,11.34
Weinan,109.46,109.61
Weinböhla,13.56,13.58
Weinfelden,9.11,9.17
Weingarten,9.64,9.75
Weinheim,8.66,8.85
Weinsberg,9.28,9.41
Weipa,141.86,141.88
Weirton,-80.56,-80.49
Weischlitz,12.05,12.05
Weisenberg,-75.7,-75.54
Weisendorf,10.83,10.91
Weiser,-116.96,-116.83
Weiskirchen,6.82,6.83
Weissach,8.92,8.96
Weißenburg,10.97,11.13
Weißenfels,11.96,12.15
Weißenhorn,10.15,10.27
Weißenthurm,7.46,7.51
Weißwasser/Oberlausitz,14.63,14.69
Weiterstadt,8.6,8.67
Weitnau,10.13,10.28
Weitramsdorf,10.86,10.9
Weiyuan,100.7,100.74
Weiz,15.62,15.81
Wekiwa Springs,-81.42,-81.31
Welby,-104.96,-104.88
Welcome,-82.46,-82.3
Weldon Spring,-90.65,-90.45
Welench’ītī,39.43,39.55
Welkenraedt,5.97,6.01
Welkom,26.72,26.85
Welland,-79.23,-79.11
Wellesbourne Hastings,-1.59,-1.42
Wellesley,-71.28,-71.24
Welling,0.1,0.18
Wellingborough,-0.69,-0.65
Wellington,174.77,174.93
Wellington North,-80.56,-80.37
Wells,-2.64,-2.61
Wells Branch,-97.67,-97.56
Wellston,-82.53,-82.42
Wellsville,-77.92,-77.76
Wels,14.01,14.14
Welshpool,-3.14,-3.09
Welver,7.95,8.12
Welwyn,-0.21,-0.2
Welwyn Garden City,-0.19,0.0
Welzheim,9.63,9.68
Wem,-2.72,-2.68
Wembley,-0.29,-0.17
Wemding,10.71,10.73
Wemmel,4.3,4.44
Wen’anyi,110.05,110.08
Wenatchee,-120.32,-120.12
Wenceslau Guimarães,-39.47,-39.4
Wenchang,116.95,116.98
Wencheng,110.75,110.84
Wendeburg,10.4,10.42
Wendell,-78.39,-78.37
Wendelstein,11.14,11.22
Wenden,7.86,7.97
Wendlingen am Neckar,9.38,9.53
Wendover,-0.74,-0.6
Wenham,-70.88,-70.8
Wenlan,103.38,103.42
Wenling,121.37,121.4
Wennigsen,9.57,9.71
Weno,151.85,151.88
Wenping,103.54,103.54
Wentang,112.28,112.36
Wentorf bei Hamburg,10.25,10.3
Wentworth Falls,150.37,150.51
Wentzville,-90.86,-90.68
Wenwu,116.19,116.23
Wenxian Chengguanzhen,104.68,104.78
Wenxicun,120.38,120.51
Wenzenbach,12.19,12.3
Wenzhou,120.65,120.76
Werdau,12.38,12.47
Werdohl,7.75,7.76
Werkendam,4.89,4.99
Werl,7.91,8.01
Werlte,7.68,7.72
Wermelskirchen,7.2,7.26
Wermsdorf,12.95,13.09
Wernau,9.42,9.6
Wernberg,13.93,14.06
Wernberg-Köblitz,12.15,12.19
Werneck,10.1,10.17
Werneuchen,13.73,13.73
Wernigerode,10.78,10.79
Wertheim,9.51,9.7
Werther,8.41,8.45
Wertingen,10.66,10.8
Werve,7.61,7.79
Wervershoof,5.14,5.21
Wervicq-Sud,3.04,3.19
Wervik,3.04,3.08
Wescosville,-75.54,-75.51
Wesel,6.61,6.69
Wesendorf,10.53,10.62
Weslaco,-97.98,-97.96
Wesley Chapel,-82.32,-82.14
Wesley Hills,-74.07,-73.88
Wesseling,6.97,7.15
Weßling,11.25,11.39
West Allis,-88.02,-87.96
Westampton,-74.82,-74.74
West Athens,-118.3,-118.17
West Auckland,-1.72,-1.64
West Babylon,-73.35,-73.28
West Bend,-88.18,-87.98
West Boldon,-1.44,-1.37
Westborough,-71.61,-71.55
West Bountiful,-111.9,-111.83
West Boylston,-71.78,-71.75
West Bradford,-75.71,-75.53
West Brandywine,-75.81,-75.61
West Bridgewater,-71.02,-70.93
West Bridgford,-1.12,-1.07
West Bromwich,-1.99,-1.96
Westbrook,-70.35,-70.34
Westbury,-2.19,-2.03
West Byfleet,-0.5,-0.33
West Caldwell,-74.29,-74.15
West Caln,-75.88,-75.85
West Carrollton,-84.25,-84.06
West Carson,-118.29,-118.18
Westchase,-82.61,-82.53
Westchester,-80.33,-80.15
West Chester,-75.6,-75.53
West Chicago,-88.22,-88.14
West Clarkston-Highland,-117.06,-116.96
West Cocalico,-76.16,-76.09
West Columbia,-81.09,-80.92
West Concord,-71.4,-71.27
West Covina,-117.91,-117.77
West Deer,-79.86,-79.82
West Deptford,-75.18,-75.03
West Derby,-2.9,-2.79
West Des Moines,-93.78,-93.71
West Donegal,-76.62,-76.58
West Drayton,-0.46,-0.43
West Dundee,-88.3,-88.21
West Earl,-76.17,-76.03
Westenschouwen,3.74,3.88
Westerburg,7.97,8.03
Westerkappeln,7.88,7.89
Westerland,8.3,8.44
Westerlo,4.91,5.1
Westerly,-71.78,-71.73
Westernport,-79.04,-78.84
Western Springs,-87.9,-87.79
Westerstede,7.91,8.02
Westerville,-82.92,-82.86
Westervoort,5.96,6.12
West Falls Church,-77.18,-77.0
West Fargo,-96.9,-96.79
Westfield,-86.15,-86.02
Westford,-71.44,-71.43
West Frankfort,-88.93,-88.91
West Freehold,-74.29,-74.26
Westgate,-80.09,-79.97
Westgate on Sea,1.33,1.33
West Glens Falls,-73.68,-73.66
West Goshen,-75.59,-75.49
West Greenwich,-71.66,-71.64
West Grey,-80.81,-80.76
West Ham,0.0,0.02
West Hanover,-76.74,-76.72
West Hartford,-72.75,-72.64
West Hattiesburg,-89.37,-89.26
Westhausen,10.18,10.2
West Haven,-72.96,-72.88
West Haven-Sylvan,-122.76,-122.58
West Haverstraw,-73.98,-73.94
West Hempfield,-76.46,-76.42
West Hempstead,-73.65,-73.53
West Hills,-73.43,-73.35
West Hollywood,-118.37,-118.32
Westhoughton,-2.52,-2.46
West Islip,-73.29,-73.22
West Jordan,-112.0,-111.89
West Lafayette,-86.92,-86.89
Westlake,-81.92,-81.76
Westlake Village,-118.82,-118.8
West Lampeter,-76.25,-76.19
Westland,-83.38,-83.31
West Lealman,-82.73,-82.72
West Lincoln,-79.56,-79.5
West Linn,-122.63,-122.62
West Little River,-80.23,-80.22
West Livingston,-95.0,-94.83
West Loch Estate,-158.02,-157.91
Westlock,-113.85,-113.69
West Long Branch,-74.01,-73.95
West Manchester,-76.79,-76.73
West Manheim,-76.94,-76.79
West Mead,-80.12,-80.03
West Melbourne,-80.67,-80.57
West Memphis,-90.19,-90.13
Westmere,-73.87,-73.7
West Mersea,0.91,0.96
West Miami,-80.29,-80.21
West Mifflin,-79.9,-79.72
West Milford,-74.39,-74.23
Westminster,-105.06,-104.94
West Modesto,-121.03,-120.83
West Monroe,-92.15,-92.07
Westmont,-118.3,-118.12
Westmoreland,-75.44,-75.37
Westmount,-73.59,-73.58
West New York,-74.0,-73.88
West Nipissing / Nipissing Ouest,-79.91,-79.77
West Norriton,-75.37,-75.33
West Odessa,-102.49,-102.47
Weston,-80.4,-80.2
Weston-super-Mare,-2.97,-2.85
West Orange,-74.26,-74.1
West Palm Beach,-80.13,-80.01
West Park,-80.19,-80.07
West Pennsboro,-77.33,-77.32
West Pensacola,-87.26,-87.17
West Perrine,-80.36,-80.24
West Perth,-81.2,-81.03
Westphalia,-76.82,-76.8
West Plains,-91.86,-91.77
West Pleasant View,-105.17,-105.11
West Point,-112.09,-112.04
Westport,-73.34,-73.23
West Puente Valley,-117.96,-117.88
West Rancho Dominguez,-118.26,-118.13
West Richland,-119.39,-119.21
West Rockhill,-75.34,-75.21
West Sacramento,-121.55,-121.41
West Salem,-91.08,-90.98
West Samoset,-82.55,-82.48
West Sayville,-73.1,-73.07
West Seneca,-78.75,-78.64
West Slope,-122.77,-122.73
West Springfield,-72.65,-72.62
West St. Paul,-93.08,-92.95
West Tawakoni,-96.02,-95.94
West Thurrock,0.28,0.44
Westtown,-75.55,-75.43
West University Place,-95.43,-95.33
West Valley City,-112.01,-111.9
West Vancouver,-123.16,-122.96
West Vero Corridor,-80.48,-80.42
Westview,-80.24,-80.08
West View,-80.03,-79.92
Westville,-86.9,-86.7
West Vincent,-75.64,-75.47
West Warwick,-71.51,-71.38
Westwego,-90.14,-89.99
West Wendover,-114.07,-114.0
West Whiteland,-75.62,-75.46
West Whittier-Los Nietos,-118.06,-118.03
West Wickham,-0.01,0.05
West Windsor,-74.62,-74.42
Westwood,-71.21,-71.05
Westwood Lakes,-80.37,-80.31
West Yarmouth,-70.24,-70.23
Wetaskiwin,-113.37,-113.28
Wete,39.72,39.81
Wetherby,-1.38,-1.22
Wethersfield,-72.67,-72.53
Wetteren,3.88,4.07
Wetter (Ruhr),7.39,7.44
Wettingen,8.32,8.44
Wettringen,7.31,7.31
Wetumpka,-86.2,-86.0
Wetzikon,8.79,8.84
Wetzlar,8.5,8.54
Wevelgem,3.18,3.18
Wewak,143.63,143.68
Wexford,-6.45,-6.44
Weybridge,-0.45,-0.25
Weyburn,-103.85,-103.7
Weyhe,8.87,8.91
Weymouth,-2.45,-2.39
Whakatane,176.98,177.04
Whaley Bridge,-1.98,-1.78
Whanganui,175.05,175.2
Whangarei,174.32,174.33
Wharton,-96.1,-95.96
Wheatfield,-78.88,-78.85
Wheathampstead,-0.29,-0.15
Wheaton,-77.05,-76.97
Wheat Ridge,-105.1,-105.07
Wheelersburg,-82.84,-82.8
Wheeling,-80.69,-80.56
Whetstone,-1.17,-1.1
Whickham,-1.67,-1.64
Whiskey Creek,-81.89,-81.86
Whistler,-122.95,-122.89
Whiston,-1.32,-1.23
Whitburn,-3.68,-3.63
Whitby,-78.94,-78.87
Whitchurch,-2.68,-2.57
White,-79.15,-79.07
White Bear Lake,-93.01,-92.85
White Center,-122.34,-122.21
White City,-122.83,-122.77
Whitefield,-2.29,-2.22
Whitefish,-114.35,-114.25
Whitefish Bay,-87.9,-87.72
Whitehall,-75.5,-75.3
Whitehaven,-3.58,-3.56
Whitehorse,-135.06,-134.99
White Horse,-74.7,-74.57
Whitehouse,-95.22,-95.09
White House,-86.66,-86.48
Whitemarsh,-75.24,-75.21
White Marsh,-76.45,-76.43
Whitemarsh Island,-81.01,-80.85
White Meadow Lake,-74.51,-74.31
White Oak,-84.6,-84.59
White Plains,-73.75,-73.68
White Rock,-122.8,-122.77
White Settlement,-97.46,-97.45
Whitestown,-75.34,-75.17
Whiteville,-78.7,-78.66
Whitewater,-88.73,-88.55
Whitewater Region,-76.83,-76.76
Whitianga,175.69,175.77
Whitinsville,-71.66,-71.58
Whitley Bay,-1.44,-1.31
Whitman,-70.93,-70.79
Whitmore Lake,-83.75,-83.68
Whitnash,-1.52,-1.34
Whitney,-115.03,-114.97
Whitpain,-75.27,-75.22
Whitstable,1.02,1.08
Whittier,-118.01,-117.83
Whittlesea,145.11,145.14
Whittlesey,-0.13,0.04
Whitwick,-1.35,-1.27
Whitworth,-2.17,-2.08
Whyalla,137.56,137.64
Wiang Sa,99.36,99.46
Wibsey,-1.77,-1.65
Wichian Buri,101.1,101.19
Wichita,-97.34,-97.2
Wichita Falls,-98.52,-98.36
Wick,-3.08,-2.96
Wickede,7.86,7.87
Wickenburg,-112.76,-112.57
Wickersley,-1.27,-1.08
Wickford,0.52,0.53
Wickliffe,-81.46,-81.41
Wicklow,-6.03,-5.92
Widnau,9.63,9.73
Widnes,-2.72,-2.67
Wiedemar,12.2,12.37
Wiefelstede,8.11,8.17
Wiehl,7.53,7.59
Wieliczka,20.06,20.06
Wielsbeke,3.36,3.54
Wiener Neudorf,16.31,16.33
Wiener Neustadt,16.25,16.25
Wieringerwerf,5.03,5.19
Wiernsheim,8.85,8.94
Wiesbaden,8.24,8.32
Wiesendangen,8.79,8.83
Wiesloch,8.69,8.75
Wiesmoor,7.73,7.85
Wietmarschen,7.13,7.3
Wietze,9.83,9.87
Wigan,-2.63,-2.55
Wiggensbach,10.23,10.25
Wigston Magna,-1.09,-1.01
Wigton,-3.15,-3.04
Wijchen,5.72,5.72
Wil,9.04,9.18
Wilbraham,-72.43,-72.39
Wilcannia,143.36,143.39
Wildau,13.63,13.79
Wildberg,8.74,8.91
Wilde,-58.31,-58.18
Wildeshausen,8.43,8.44
Wildomar,-117.25,-117.15
Wildon,15.51,15.59
Wildwood,-90.66,-90.49
Wilhelmsburg,15.61,15.76
Wilhelmsdorf,9.42,9.55
Wilhelmshaven,8.13,8.13
Wilhering,14.19,14.27
Wilhermsdorf,10.71,10.89
Wilkau-Haßlau,12.51,12.51
Wilkes-Barre,-75.87,-75.69
Wilkins,-79.82,-79.79
Wilkinsburg,-79.87,-79.79
Willard,-82.72,-82.68
Willebadessen,9.03,9.22
Willebroek,4.35,4.47
Willemstad,-68.93,-68.75
Willenhall,-2.06,-1.96
Willerby,-0.45,-0.26
Willesborough,0.89,1.01
Williams,-75.22,-75.11
Williamsburg,-76.7,-76.59
Williams Lake,-122.13,-122.09
Williamson,-77.19,-77.01
Williamsport,-77.03,-76.86
Williamston,-84.28,-84.2
Williamstown,-74.97,-74.92
Williamsville,-78.74,-78.73
Willich,6.54,6.67
Willimantic,-72.21,-72.01
Willingboro,-74.88,-74.71
Willington,-72.25,-72.12
Willis,-95.48,-95.37
Willisau,7.99,7.99
Williston,-103.63,-103.55
Williston Park,-73.64,-73.49
Willistown,-75.49,-75.34
Willits,-123.34,-123.23
Willmar,-95.05,-94.86
Willoughby,-81.4,-81.37
Willoughby Hills,-81.43,-81.38
Willowbrook,-118.23,-118.05
Willow Grove,-75.11,-75.01
Willowick,-81.46,-81.28
Willow Oak,-82.02,-81.94
Willow Park,-97.64,-97.53
Willows,-122.19,-122.01
Willow Springs,-87.88,-87.84
Willow Street,-76.27,-76.16
Willstätt,7.89,7.94
Wilmette,-87.72,-87.55
Wilmington,-77.88,-77.83
Wilmington Island,-80.97,-80.96
Wilmington Manor,-75.58,-75.38
Wilmore,-84.65,-84.55
Wilmot,-80.65,-80.55
Wilmslow,-2.23,-2.06
Wilna,-75.59,-75.55
Wilnecote,-1.66,-1.6
Wilnis,4.9,5.06
Wilnsdorf,8.1,8.18
Wilrijk,4.38,4.52
Wilsdruff,13.53,13.56
Wilson,-75.24,-75.1
Wilsonville,-122.77,-122.71
Wilton,-73.44,-73.3
Wilton Manors,-80.13,-80.07
Wiltz,5.93,6.12
Wimauma,-82.3,-82.23
Wimbledon,-0.2,-0.13
Wimborne Minster,-1.97,-1.86
Wimereux,1.61,1.8
Wincanton,-2.41,-2.29
Winchendon,-72.04,-71.9
Winchester,-115.12,-114.95
Windcrest,-98.38,-98.2
Winder,-83.72,-83.52
Windermere,-2.9,-2.82
Windham,-72.16,-72.0
Windhoek,17.08,17.16
Windisch,8.22,8.3
Wind Lake,-88.15,-88.14
Windlesham,-0.66,-0.64
Windorah,142.65,142.83
Windsbach,10.82,10.85
Windsor,-83.0,-82.96
Windsor Locks,-72.65,-72.64
Winfield,-96.94,-96.86
Wingerworth,-1.43,-1.3
Wingham,152.36,152.54
Wingles,2.85,3.0
Winkfield,-0.7,-0.67
Winkler,-97.93,-97.87
Winneba,-0.63,-0.5
Winnemucca,-117.72,-117.7
Winnenden,9.39,9.4
Winnetka,-87.74,-87.59
Winnipeg,-97.14,-97.08
Winona,-91.66,-91.65
Winooski,-73.18,-73.08
Winschoten,7.03,7.19
Winsen,10.21,10.28
Winsford,-2.52,-2.45
Winslow,-74.9,-74.75
Winsted,-73.06,-72.93
Winston,-123.42,-123.37
Winston-Salem,-80.26,-80.11
Winsum,6.51,6.56
Winterbach,9.48,9.48
Winterberg,8.52,8.61
Winter Garden,-81.59,-81.53
Winter Gardens,-116.92,-116.72
Winter Haven,-81.7,-81.52
Winterlingen,9.11,9.16
Winter Park,-81.34,-81.33
Winters,-121.97,-121.89
Winterset,-94.01,-93.98
Winter Springs,-81.27,-81.19
Winterswijk,6.71,6.73
Winterthur,8.72,8.78
Winterville,-77.39,-77.19
Winthrop,-70.98,-70.84
Winthrop Harbor,-87.82,-87.7
Winton,-120.61,-120.51
Wintzenheim,7.29,7.45
Wipperfürth,7.4,7.57
Wirges,7.79,7.92
Wirksworth,-1.57,-1.37
Wisbech,0.16,0.31
Wisch,6.31,6.34
Wisconsin Rapids,-89.82,-89.75
Wiset Chaichan,100.34,100.53
Wishaw,-3.91,-3.72
Wisła,18.85,18.95
Wislane,-8.38,-8.29
Wismar,11.46,11.5
Wissembourg,7.94,8.05
Wissen,7.73,7.74
Wißmar,8.69,8.78
Wissous,2.32,2.46
Wistaston,-2.47,-2.34
Witham,0.63,0.76
Withamsville,-84.28,-84.22
Withernsea,0.03,0.22
Witley,-0.64,-0.52
Witney,-1.49,-1.36
Wittelsheim,7.23,7.26
Wittem,5.91,6.03
Witten,7.33,7.51
Wittenbach,9.37,9.56
Wittenberg,12.64,12.73
Wittenberge,11.75,11.9
Wittenburg,11.06,11.25
Wittenheim,7.33,7.35
Wittichenau,14.24,14.39
Wittingen,10.73,10.73
Wittlich,6.88,6.94
Wittmund,7.78,7.82
Wittstock,12.48,12.58
Witu,40.43,40.46
Witzenhausen,9.85,9.91
Wivenhoe,0.96,1.13
Wiwilí,-85.81,-85.79
Wixom,-83.53,-83.45
Włocławek,19.05,19.23
Włodawa,23.55,23.64
Woburn,-71.15,-71.03
Wodonga,146.88,146.91
Woensdrecht,4.3,4.39
Woerden,4.88,5.03
Wofotang,116.26,116.43
Wognum,5.02,5.19
Wohlen,8.27,8.33
Woippy,6.15,6.22
Woking,-0.56,-0.36
Wokingham,-0.84,-0.68
Wolcott,-72.97,-72.96
Wolfach,8.22,8.35
Wolfeboro,-71.17,-70.98
Wolfenbüttel,10.53,10.68
Wölfersheim,8.81,8.93
Wolfforth,-102.0,-101.92
Wolfhagen,9.17,9.23
Wolfratshausen,11.42,11.56
Wolfsberg,14.84,14.9
Wolfsburg,10.78,10.79
Wolfschlugen,9.28,9.45
Wolf Trap,-77.28,-77.08
Wolfurt,9.75,9.85
Wolgast,13.76,13.84
Wolkersdorf im Weinviertel,16.51,16.62
Wollaston,-2.16,-1.96
Wollerau,8.71,8.81
Wollert,145.03,145.08
Wollochet,-122.57,-122.42
Wollongong,150.88,150.99
Wolmirstedt,11.61,11.67
Wolnzach,11.61,11.78
Wolsztyn,16.11,16.14
Woltersdorf,13.75,13.87
Wolverhampton,-2.13,-2.02
Wolverton,-0.81,-0.69
Wombourn,-2.18,-2.17
Wombwell,-1.4,-1.21
Wondelgem,3.71,3.81
Wŏnju,127.92,128.01
Wŏnsan,127.44,127.47
Wonthaggi,145.59,145.67
Wooburn,-0.69,-0.62
Woodbridge,-74.29,-74.11
Wood Buffalo,-111.32,-111.16
Woodburn,-122.86,-122.84
Woodbury,-92.92,-92.75
Woodchurch,-3.08,-2.97
Woodcliff Lake,-74.06,-73.92
Woodcreek,-98.11,-98.1
Woodcrest,-117.36,-117.21
Wood Dale,-87.98,-87.79
Woodend,144.52,144.52
